first,last,birth,death,gender,id,mother,father
Constantine,Romanov,1891,1918,M,@I2685@,@I2679@,@I2671@
Igor,Romanov,1894,1918,M,@I2686@,@I2679@,@I2671@
Helen,,1881,1962,F,@I2687@,@I2688@
Peter_I,,-1,-1,M,@I2688@
Frederick Eugene of_Wurttemberg,,1732,1797,M,@I2689@
Dorothea of_Brandenburg -Schwedt,,1736,1798,F,@I2690@
Christian Augustus,,1690,1747,M,@I2691@
Joanna,,1712,1760,F,@I2692@
Peter,Oldenburg,1908,1980,M,@I2693@,@I2839@,@I466@
John of_Brandenburg,,-1,-1,M,@I2694@
Frederick Francis_III Mecklenburg-Schw,,1851,1897,M,@I2695@
Anastasia,,1860,1922,F,@I2696@
Louise,,1875,1906,F,@I2697@,@I605@,@I604@
Frederick of_Schaumburg -Lippe,,1868,1945,M,@I2698@
Feodora,,1910,1975,F,@I2699@,@I1669@,@I1664@
Alexandrine Louise,,1914,1962,F,@I2700@,@I1669@,@I1664@
Gorm,,1919,-1,M,@I2701@,@I1669@,@I1664@
Oluf of_Rosenborg,,1923,-1,M,@I2702@,@I1669@,@I1664@
Helen,Dorrit,1926,-1,F,@I2703@
Inge,Terney,1938,-1,F,@I2704@
Charles Augustus,Haraldsen,-1,-1,M,@I2705@
Guelph,Hanover,1947,1981,M,@I2706@,@I1037@,@I1031@
George,Hanover,1949,-1,M,@I2707@,@I1037@,@I1031@
Fredericka,Hanover,1954,-1,F,@I2708@,@I1037@,@I1031@
Wilbeke,von_Gunsteren,1948,-1,F,@I2709@
Victoria,Bee,1951,-1,F,@I2710@
Caroline Louise,Hanover,1965,-1,F,@I2711@,@I1032@,@I1033@
Mireille,Hanover,1971,-1,F,@I2712@,@I1032@,@I1033@
John Kenneth,Ambler,1924,-1,M,@I2713@
Sybilla Louise,,1965,-1,F,@I2714@,@I2526@,@I2713@
Charles Edward,,1966,-1,M,@I2715@,@I2526@,@I2713@
James Patrick,,1969,-1,M,@I2716@,@I2526@,@I2713@
Johann Georg of_Hohenzollern,,1932,-1,M,@I2717@
Carl Christian,,1962,-1,M,@I2718@,@I2527@,@I2717@
Desiree Margaretha Victoria,,1963,-1,F,@I2719@,@I2527@,@I2717@
Hubertus Gustaf Adolf,,1966,-1,M,@I2720@,@I2527@,@I2717@
Nicholas,Silfverschiold,1934,-1,M,@I2721@
Carl Otto Edmund,,1965,-1,M,@I2722@,@I2528@,@I2721@
Christina Louise,,1966,-1,F,@I2723@,@I2528@,@I2721@
Helene Ingeborg,,1968,-1,F,@I2724@,@I2528@,@I2721@
Tord Gosta,Magnuson,1941,-1,M,@I2725@
Carl Gustaf Victor,,1975,-1,M,@I2726@,@I2529@,@I2725@
Tord Oscar Fredrik,,1977,-1,M,@I2727@,@I2529@,@I2725@
Victor Edmund Lennart,,1980,-1,M,@I2728@,@I2529@,@I2725@
Madeleine Therese Amelie,,1982,-1,F,@I2729@,@I1612@,@I603@
Marianne of_Wisborg,Lindberg,1924,-1,F,@I2730@
Lilian May of_Sweden,Davies,1915,-1,F,@I2731@
Erika,Patzek,1911,-1,F,@I2732@
Sonia,Robbert,1909,-1,F,@I2733@
Elin Kerstin Margareta,Wijkmark,1910,1987,F,@I2734@
Gunnila Martha Louise,Wachtmeister,1923,-1,F,@I2735@
Karin Emma Louise,Nissvandt,1911,-1,F,@I2736@
Sonja Anita Maria,Hauntz,1944,-1,F,@I2737@
Carl Gustaf Oscar,,1911,-1,M,@I2738@,@I598@,@I597@
Kristine,Rivelsrud,1932,-1,F,@I2739@
Michael,,1944,-1,M,@I2740@,@I2733@,@I447@
Christine,Wellhoefer,1947,-1,F,@I2741@
Monica,,1948,-1,F,@I2742@,@I2734@,@I449@
Christian,,1949,-1,M,@I2743@,@I2734@,@I449@
Johan,Bonde,1950,-1,M,@I2744@
Birgitta,,1933,-1,F,@I2745@,@I2736@,@I1409@
Marie Louise,,1935,-1,F,@I2746@,@I2736@,@I1409@
Jan,,1941,-1,M,@I2747@,@I2736@,@I1409@
Cecilia,,1944,-1,F,@I2748@,@I2736@,@I1409@
Friedrich,Straehl,1922,-1,M,@I2749@
Friedrich,Straehl,1956,-1,M,@I2750@,@I2745@,@I2749@
Andreas,Straehl,1957,-1,M,@I2751@,@I2745@,@I2749@
Christina,Straehl,1960,-1,F,@I2752@,@I2745@,@I2749@
Desiree,Straehl,1961,-1,F,@I2753@,@I2745@,@I2749@
Stephan,Straehl,1964,-1,M,@I2754@,@I2745@,@I2749@
Rudolf,Kautz,1930,-1,M,@I2755@
Heinrich,Kautz,1957,-1,M,@I2756@,@I2746@,@I2755@
Karin,Kautz,1958,-1,F,@I2757@,@I2746@,@I2755@
Madeleine,Kautz,1961,-1,F,@I2758@,@I2746@,@I2755@
Gunilla,Stampe,1941,-1,F,@I2759@
Anna,Skarne,1944,-1,F,@I2760@
Sophia,,1968,-1,F,@I2761@,@I2760@,@I2747@
Annegret,Thomssen,1938,-1,F,@I2762@
Cecilia,,1971,-1,F,@I2763@,@I2762@,@I2747@
Maritta,Berg,1953,-1,F,@I2764@
Son,,1977,-1,M,@I2765@,@I2764@,@I2747@
Hans-Jorg,Baenkler,1939,-1,M,@I2766@
Bettina,,1974,-1,F,@I2767@,@I2737@,@I1409@
Bjorn,,1975,-1,M,@I2768@,@I2737@,@I1409@
Catherina,,1977,-1,F,@I2769@,@I2737@,@I1409@
Oscar,,1859,1953,M,@I2770@,@I459@,@I458@
Eugene,,1865,1947,M,@I2771@,@I459@,@I458@
Ebba of_Fulkila,Munck,1858,1946,F,@I2772@,@I2778@
Maria Bernadotte,,1889,1974,F,@I2773@,@I2772@,@I2770@
Carl Bernadotte,,1890,1977,M,@I2774@,@I2772@,@I2770@
Sophia Bernadotte of_Wisborg,,1892,1936,F,@I2775@,@I2772@,@I2770@
Elsa Bernadotte of_Wisborg,,1893,-1,F,@I2776@,@I2772@,@I2770@
Folke Bernadotte,,1895,1948,M,@I2777@,@I2772@,@I2770@
Charles of_Fulkila,Munck,-1,-1,M,@I2778@
Marianne of_Leufsta,de_Geer,1893,-1,F,@I2779@
Dagmar,,1916,-1,F,@I2780@,@I2779@,@I2774@
Oscar,,1921,-1,M,@I2781@,@I2779@,@I2774@
Catharina,,1926,-1,F,@I2782@,@I2779@,@I2774@
Nils Magnus,von_Arbin,1910,-1,M,@I2783@
Marianne,von_Arbin,1937,-1,F,@I2784@,@I2780@,@I2783@
Louise,von_Arbin,1940,-1,F,@I2785@,@I2780@,@I2783@
Catherine,von_Arbin,1946,-1,F,@I2786@,@I2780@,@I2783@
Jeanette,von_Arbin,1951,-1,F,@I2787@,@I2780@,@I2783@
Madeleine,von_Arbin,1955,-1,F,@I2788@,@I2780@,@I2783@
Miles,Flach,1934,-1,M,@I2789@
Camilla,Flach,1960,-1,F,@I2790@,@I2784@,@I2789@
Dick,Bergstrom,1936,-1,M,@I2791@
Therese,Bergstrom,1963,-1,F,@I2792@,@I2785@,@I2791@
Michael,Bergstrom,1965,-1,M,@I2793@,@I2785@,@I2791@
Johan,Ryding,1943,-1,M,@I2794@
Gustaf,Ryding,1971,-1,M,@I2795@,@I2786@,@I2794@
Charlotte,Ryding,1974,-1,F,@I2796@,@I2786@,@I2794@
Esben,Coljach,1947,-1,M,@I2797@
Ebba,Gyllenkrok,1918,-1,F,@I2798@
Ebba,,1945,-1,F,@I2799@,@I2798@,@I2781@
Pontus,Reutersward,1943,-1,M,@I2800@
Gustaf,Reutersward,1971,-1,M,@I2801@,@I2799@,@I2800@
Anna,Reutersward,1973,-1,F,@I2802@,@I2799@,@I2800@
Gertrude,Ollen,1916,-1,F,@I2803@
Christina,,1951,-1,F,@I2804@,@I2803@,@I2781@
Peter,Langenskiold,1950,-1,M,@I2805@
Birgitta,,1953,-1,F,@I2806@,@I2803@,@I2781@
Carl,,1955,-1,M,@I2807@,@I2803@,@I2781@
Tore,Nilert,1915,-1,M,@I2808@
Jan,Nilert,1950,-1,M,@I2809@,@I2782@,@I2808@
Charlotte,Nilert,1952,-1,F,@I2810@,@I2782@,@I2808@
Anne Marie,Nilert,1954,-1,F,@I2811@,@I2782@,@I2808@
Gerty,Borjesson,1910,-1,F,@I2812@
Claes,,1942,-1,M,@I2813@,@I2812@,@I2774@
Birgitta,Magnusson,1943,-1,F,@I2814@
Carl Johann,,1970,-1,M,@I2815@,@I2814@,@I2813@
Louise,,1973,-1,F,@I2816@,@I2814@,@I2813@
Carl Marten,Fleetwood,1885,1966,M,@I2817@
Hugo,Cedergren,1891,1971,M,@I2818@
Estelle,Manville,1904,-1,F,@I2819@
Gustaf,,1930,1966,M,@I2820@,@I2819@,@I2777@
Folke,,1931,-1,M,@I2821@,@I2819@,@I2777@
Fredrik Oscar,,1934,1934,M,@I2822@,@I2819@,@I2777@
Bertil,,1925,-1,M,@I2823@,@I2819@,@I2777@
Christine,Glahns,1932,-1,F,@I2824@
Anna,,1956,-1,F,@I2825@,@I2824@,@I2821@
Folke,,1958,-1,M,@I2826@,@I2824@,@I2821@
Maria,,1962,-1,F,@I2827@,@I2824@,@I2821@
Gunnar,,1963,-1,M,@I2828@,@I2824@,@I2821@
Margaretha,,1899,1977,F,@I2829@,@I598@,@I597@
Axel of_Denmark,,-1,-1,M,@I2830@
Elsa,von_Rosen,1904,-1,F,@I2831@
Madeline Bernadotte,,1938,-1,F,@I2832@,@I2831@,@I2738@
Charles de_Schooten,Ullens,1927,-1,M,@I2833@
Marie Christine,Ullens,1964,-1,F,@I2834@,@I2832@,@I2833@
Jean Charles,Ullens,1965,-1,M,@I2835@,@I2832@,@I2833@
Astrid,Ullens,1970,-1,F,@I2836@,@I2832@,@I2833@
Sophie,Ullens,1972,-1,F,@I2837@,@I2832@,@I2833@
Ann,Larsson,1921,-1,F,@I2838@
Mary,,1882,1962,F,@I2839@,@I2840@
Roland,Bonaparte,-1,-1,M,@I2840@
Irene,Ovchinnikov,1904,-1,F,@I2841@
Eugenia,Oldenburg,1910,-1,F,@I2842@,@I2839@,@I466@
Dominic,Radziwill,1911,1976,M,@I2843@
Raymond of_Castel,,1907,-1,M,@I2844@
Anastasia,Stewart,1883,1923,F,@I2845@
Francis of_Guise,,1902,1953,F,@I2846@
Perikles Joannides,,1881,1965,M,@I2847@
Michael,Oldenburg,1939,-1,M,@I2848@,@I2845@,@I465@
Marina,Karella,1940,-1,F,@I2849@
Louise,,1726,1756,F,@I2850@,@I1621@,@I1620@
Ernest Frederick_III of_Saxe-,,1727,1780,M,@I2851@
Gustaf_III,,1746,1792,M,@I2852@
William_I of_Hesse-Cassel,,1743,1821,M,@I2853@
Charles,,1680,1729,M,@I2854@,@I1626@,@I1625@
William,,1687,1705,M,@I2855@,@I1626@,@I1625@
Anne Sophia,,1647,1717,F,@I2856@,@I1631@,@I1630@
Frederica,,1649,1704,F,@I2857@,@I1631@,@I1630@
Ulrica,,1656,1693,F,@I2858@,@I1631@,@I1630@
Charles_XI,,1655,1697,M,@I2859@
Ulrich,,1578,1624,M,@I2860@,@I738@,@I737@
Augusta,,1580,1639,F,@I2861@,@I738@,@I737@
Hedwig,,1581,1641,F,@I2862@,@I738@,@I737@
Christopher_III,,1416,1448,M,@I2863@
Christina,,1461,1521,F,@I2864@
Anne,de_la_Tour,1512,-1,F,@I2865@
Alexander,,1534,-1,M,@I2866@,@I1483@,@I1470@
James,,1476,1503,M,@I2867@,@I1469@,@I1252@
John,,1479,1503,M,@I2868@,@I1469@,@I1252@
Edward,,-1,1318,M,@I2869@,@I1831@,@I1830@
Thomas,,-1,1307,M,@I2870@,@I1831@,@I1830@
Alexander,,-1,1307,M,@I2871@,@I1831@,@I1830@
Nigel,,-1,1306,M,@I2872@,@I1831@,@I1830@
Isabel,,1358,-1,F,@I2873@,@I1831@,@I1830@
Mary Christina of_Sicily,,1806,1878,F,@I2874@
Antonia of_Sicily,,1784,1806,F,@I2875@
Isabella of_Portugal,,1797,1818,F,@I2876@
Mary Josepha,,1803,1829,F,@I2877@
Charles_IV,,1748,1819,M,@I2878@,@I2881@,@I2880@
Maria Louisa of_Parma,,1751,1819,F,@I2879@
Charles_III,,1716,1788,M,@I2880@,@I2425@,@I2424@
Mary Amalia,,1724,1760,F,@I2881@
Mary Anne of_Bavaria,,1660,1690,F,@I2882@
Mary Louise,,1688,1714,F,@I2883@
Charles,,1540,1590,M,@I2884@
Philip_I the_Handsome,,1478,1506,M,@I2885@
Germaine of_Narbonne,,-1,1536,F,@I2886@
Isabella,,1470,1498,F,@I2887@,@I841@,@I840@
Mary,,1482,1517,F,@I2888@,@I841@,@I840@
John,,1478,1497,M,@I2889@,@I841@,@I840@
Alphonso of_Portugal,,1475,1491,M,@I2890@
Emanuel,,1469,1521,M,@I2891@
Margaret,,1480,1530,F,@I2892@
Philibert_II,,-1,1504,M,@I2893@
Eleanor,,1498,1558,F,@I2894@,@I2100@,@I2885@
Henry_XXIV Reuss-Ebersdorf,,1724,1779,M,@I2895@
Caroline Erbach-Schonberg,,1727,1795,F,@I2896@
Ernest Frederick of_Saxe-Coburg,,1724,1800,M,@I2897@
Sophia Antonia of_Brunswick,,1724,1802,F,@I2898@
Michael of_Portugal,,-1,-1,M,@I2899@
Emanuel of_Orleans,,1872,1931,M,@I2900@
Louise,,1858,1924,F,@I2901@,@I2449@,@I1698@
Stephanie,,1864,1945,F,@I2902@,@I2449@,@I1698@
Clementine,,1872,1955,F,@I2903@,@I2449@,@I1698@
Victor,,1862,1926,M,@I2904@
Rudolph of_Austria,,1858,1889,M,@I2905@
Elemer,,1863,1946,M,@I2906@
Philip of_Saxe-Coburg,,1844,1921,M,@I2907@
Sophia,,1760,1776,F,@I2908@
Alexandrine of_Baden,,1820,1904,F,@I2909@
Antoinette (Antonia),Kohary,1797,1862,F,@I2910@
Louis_I of_Hesse-Darmst.,,1753,1830,M,@I2911@
Louise of_Hesse-Darmst.,,1761,1829,F,@I2912@
Marie Christine,,-1,1663,F,@I2913@,@I741@,@I740@
Marie de_Bourbon,,-1,-1,F,@I2914@
Ann Marie Louise,,1627,1693,F,@I2915@,@I2914@,@I590@
Elizabeth Charlotte of_Bavaria,,1652,1722,F,@I2916@
Elizabeth Charlotte,,1676,-1,F,@I2917@,@I2916@,@I751@
Leopold Joseph de_Lorraine,,-1,-1,M,@I2918@
Francoise Marie de_Blois,,1677,1749,F,@I2919@
Marie Adelaide of_Savoy,,1685,1712,F,@I2920@
Marie Louise of_Orleans,,1695,1715,F,@I2921@,@I2919@,@I2517@
Ivan of_Shestov,,-1,-1,M,@I2922@
Ivan,Rayevski,-1,-1,M,@I2923@
Constantine,Volkonski,-1,-1,M,@I2924@
Zenaida,Rashevska,1898,1963,F,@I2925@
Felix Krzesinski,,-1,-1,M,@I2926@
Valerian,Karnovich,-1,-1,M,@I2927@
John,Emery,-1,-1,M,@I2928@
Susan,Deptford,-1,-1,F,@I2929@
Andrew,Ferguson,1978,-1,M,@I2930@,@I2929@,@I169@
Alice,Ferguson,1980,-1,F,@I2931@,@I2929@,@I169@
Elizabeth (Eliza),Ferguson,1985,-1,F,@I2932@,@I2929@,@I169@
Mervyn Powerscourt,Wingfield,1880,1947,M,@I2933@,@I2935@,@I2934@
Mervyn,Wingfield,1836,1904,M,@I2934@
Julia,Coke,1844,1931,F,@I2935@,@I2953@
Henry Fitzherbert,Wright,1870,1947,M,@I2936@
Muriel,Fletcher,1873,1955,F,@I2937@,@I2939@,@I2938@
Henry,Fletcher,1833,1879,M,@I2938@
Harriet,Marsham,1838,1886,F,@I2939@,@I2941@,@I2940@
Charles,Marsham,1808,1874,M,@I2940@
Margaret -Scott,Montagu-Douglas-,1811,1836,F,@I2941@,@I2942@
Charles of_Buccleuch,Montagu-Douglas,1772,1819,M,@I2942@,@I2950@
Walter -Scott of_Buccleuch,Montagu-Douglas-,1806,1884,M,@I2943@,@I2942@
William -Scott of_Buccleuch,Montagu-Douglas-,1831,1914,M,@I2944@,@I2943@
Louisa,Hamilton,1836,1912,F,@I2945@
Herbert -Scott,Montagu-Douglas-,1872,1944,M,@I2946@,@I2945@,@I2944@
Margaret,Brand,1873,1948,F,@I2947@,@I2948@
Henry,Brand,1941,1906,M,@I2948@,@I2949@
Henry,Brand,1814,1892,M,@I2949@
Henry of_Buccleuch,Scott,1772,1819,M,@I2950@,@I2951@
Francis,Scott,1721,1750,M,@I2951@,@I2952@
Francis of_Buccleuch,Scott,1695,1751,M,@I2952@
Thomas of_Leicester,Coke,1822,1902,M,@I2953@,@I2955@,@I2954@
Thomas of_Leicester,Coke,1754,1842,M,@I2954@
Anne,Keppel,1803,1844,F,@I2955@,@I2956@
William of_Albemarle,Keppel,1724,1772,M,@I2956@
Richard,,-1,1120,M,@I2957@,@I1392@,@I1391@
Eugenie Victoria Helena,Windsor,1990,-1,F,@I2958@,@I168@,@I60@
Ayesha,Makim,1986,-1,F,@I2959@,@I822@,@I825@
Paul,Mowatt,1962,-1,M,@I2960@
,Mowatt,1990,-1,F,@I2961@,@I110@,@I2960@
Victoria,Lockwood,1964,-1,F,@I2962@
Kitty,,1991,-1,F,@I2963@,@I2962@,@I242@
Olga,,-1,-1,F,@I2964@,@I1362@,@I229@
Paul of_Yugoslavia,,-1,-1,M,@I2965@
Son,,-1,-1,M,@I2966@,@I2964@,@I2965@
Elizabeth,,-1,-1,F,@I2967@,@I1362@,@I229@
Peter,Phillips,-1,-1,M,@I2968@
Sylvana,Tomaselli,1957,-1,F,@I2969@,@I2972@,@I2971@
John Paul,Jones,-1,-1,M,@I2970@
Max,Tomaselli,-1,-1,M,@I2971@
Josiane,Derners,-1,-1,F,@I2972@
Antoinette,,-1,-1,F,@I2973@,@I2614@,@I2448@
Sophie,,-1,-1,F,@I2974@,@I2614@,@I2448@
Julie,,-1,-1,F,@I2975@,@I2614@,@I2448@
Emich Karl of_Leiningen,,1762,1814,M,@I2976@
Lucy,Lindsay-Hogg,-1,-1,F,@I2977@
Frances,Armstrong-Jones,1979,-1,F,@I2978@,@I2977@,@I54@
Julia,Rawlinson,-1,-1,F,@I2979@
Athol,Schmith,-1,-1,M,@I2980@
,Schmith,1943,-1,M,@I2981@,@I314@,@I2980@
Erwin,Stein,-1,-1,M,@I2982@
Sophie,,-1,-1,F,@I2983@
Alexander (Sachie),McCorquodale,1898,-1,M,@I2984@
Gerald,Legge,-1,-1,M,@I2985@,@I2994@
Hugh,McCorquodale,-1,-1,M,@I2986@,@I2988@,@I2987@
Harold,McCorquodale,-1,-1,M,@I2987@
Gracie,,-1,-1,F,@I2988@
Ian,McCorquodale,1937,-1,M,@I2989@,@I806@,@I2986@
,Legge,-1,-1,,@I2990@,@I243@,@I2985@
,Legge,-1,-1,,@I2991@,@I243@,@I2985@
,Legge,-1,-1,,@I2992@,@I243@,@I2985@
,Legge,-1,-1,,@I2993@,@I243@,@I2985@
Humphrey,Legge,-1,-1,M,@I2994@
Bertram (Bertie),Cartland,-1,1917,M,@I2995@,@I3008@,@I3007@
Mary Hamilton (Polly),Scobell,1877,-1,F,@I2996@,@I2999@,@I3002@
Ronald,Cartland,1907,1940,M,@I2997@,@I2996@,@I2995@
Anthony (Tony),Cartland,1912,1940,M,@I2998@,@I2996@,@I2995@
Edith,Palairet,-1,-1,F,@I2999@,@I3000@
Mary Anne,Hamilton,-1,-1,F,@I3000@,@I3001@
Andrew,Hamilton,-1,-1,M,@I3001@
George,Scobell,-1,-1,M,@I3002@
Melloney,Scobell,-1,-1,F,@I3003@,@I2999@,@I3002@
,Scobell,-1,1877,M,@I3004@,@I2999@,@I3002@
Emily,Scobell,-1,-1,F,@I3005@,@I2999@,@I3002@
John Sanford,Scobell,1879,-1,M,@I3006@,@I2999@,@I3002@
James,Cartland,-1,-1,M,@I3007@
Flora,,-1,-1,F,@I3008@
,Cartland,-1,1911,F,@I3009@,@I2996@,@I2995@
Glen,McCorquodale,1939,-1,M,@I3010@,@I806@,@I2986@
